latitude,longitude,corridor,soil_moisture,water_pressure,acceleration,tilt_angle,temperature,humidity,rainfall,antecedent_rainfall_7d,slope_angle_deg,factor_of_safety,landslide_triggered
27.2036,88.176,"Rimbi, Sikkim",60.0,21.48,9.748,0.082,10.3,81.8,50.04,156.96,38.16,0.97,0
27.2338,88.2505,"Rimbi, Sikkim",34.24,0.0,9.833,0.021,22.0,62.4,10.16,50.85,38.4,1.508,0
27.2447,88.1829,"Rimbi, Sikkim",26.86,0.0,9.779,0.05,22.6,47.4,4.27,30.84,32.98,1.709,0
27.2124,88.2315,"Rimbi, Sikkim",28.01,0.0,9.817,0.12,14.8,56.9,2.78,39.61,37.29,1.543,0
27.1603,88.2174,"Rimbi, Sikkim",46.68,9.83,9.851,0.012,28.2,64.0,14.24,56.03,35.05,1.366,0
27.1573,88.2417,"Rimbi, Sikkim",30.45,0.0,9.782,0.076,14.6,51.6,0.64,9.14,35.5,1.606,0
27.2408,88.2247,"Rimbi, Sikkim",41.99,4.77,9.857,0.1,16.4,63.2,3.65,53.61,33.96,1.54,0
27.2452,88.1886,"Rimbi, Sikkim",42.79,6.92,9.824,0.219,17.2,67.2,14.0,52.89,42.79,1.222,0
27.2233,88.1791,"Rimbi, Sikkim",60.0,23.48,11.795,3.801,20.2,87.9,128.69,318.21,35.01,1.009,1
27.1591,88.2039,"Rimbi, Sikkim",46.86,9.05,10.23,5.756,15.0,57.2,8.32,75.26,41.59,1.196,1
27.2475,88.2441,"Rimbi, Sikkim",60.0,25.98,10.373,7.437,16.3,74.4,84.53,218.61,32.86,1.013,1
27.2226,88.228,"Rimbi, Sikkim",60.0,18.12,11.919,8.418,13.1,79.3,283.81,707.59,43.85,0.924,1
27.1784,88.1645,"Rimbi, Sikkim",41.24,4.36,9.777,0.004,18.6,53.5,10.85,87.02,38.64,1.39,0
27.1981,88.1922,"Rimbi, Sikkim",60.0,25.83,10.72,2.155,23.3,66.8,78.96,283.06,40.77,0.838,1
27.1885,88.1686,"Rimbi, Sikkim",40.64,4.52,9.796,0.023,17.4,58.4,13.91,43.78,30.89,1.684,0
27.1787,88.2193,"Rimbi, Sikkim",39.1,2.45,9.827,0.27,20.8,52.4,8.67,38.72,40.65,1.384,0
27.243,88.2432,"Rimbi, Sikkim",44.91,8.51,9.805,0.035,16.8,66.7,4.7,41.39,47.17,1.103,0
27.1823,88.2386,"Rimbi, Sikkim",60.0,20.75,9.814,0.026,23.9,71.8,44.99,111.1,38.7,0.975,0
27.2212,88.1758,"Rimbi, Sikkim",28.97,0.0,10.992,8.18,18.5,52.8,4.17,20.39,48.72,1.293,1
27.2113,88.2406,"Rimbi, Sikkim",60.0,23.04,10.342,2.602,14.2,84.8,227.81,707.6,30.41,1.185,1
27.1662,88.1678,"Rimbi, Sikkim",60.0,20.78,12.301,4.941,18.6,87.7,179.12,553.62,33.92,1.116,1
27.1591,88.2136,"Rimbi, Sikkim",34.08,0.0,9.834,0.099,17.4,55.8,4.61,21.53,39.76,1.468,0
27.1558,88.209,"Rimbi, Sikkim",47.82,9.95,9.789,0.104,17.3,61.2,10.67,42.23,33.92,1.404,0
27.2054,88.1818,"Rimbi, Sikkim",60.0,19.38,10.469,5.562,19.7,84.2,133.63,493.29,47.05,0.836,1
27.2495,88.236,"Rimbi, Sikkim",45.12,7.31,9.801,0.027,12.3,64.9,3.63,25.79,33.51,1.49,0
27.192,88.2481,"Rimbi, Sikkim",31.45,0.0,9.786,0.191,17.5,53.3,6.61,28.83,41.13,1.432,0
27.197,88.2334,"Rimbi, Sikkim",27.79,0.0,9.859,0.05,22.3,51.8,2.03,15.51,35.05,1.623,0
27.2123,88.2076,"Rimbi, Sikkim",46.97,11.26,9.816,0.132,23.2,58.5,25.91,73.64,29.75,1.55,0
27.1788,88.1633,"Rimbi, Sikkim",46.73,11.12,9.833,0.018,15.4,57.5,10.54,35.31,37.38,1.256,0
27.1557,88.2257,"Rimbi, Sikkim",41.06,3.51,9.82,0.047,12.0,64.7,26.52,71.65,36.52,1.479,0
27.2395,88.2446,"Rimbi, Sikkim",24.98,0.0,9.789,0.067,23.9,43.8,3.57,16.68,39.68,1.471,0
27.2073,88.1653,"Rimbi, Sikkim",40.47,3.61,11.232,5.382,14.7,62.9,12.06,61.03,41.53,1.333,1
27.159,88.1795,"Rimbi, Sikkim",47.92,9.48,9.856,0.129,16.6,65.6,2.95,123.89,34.93,1.379,0
27.1742,88.1995,"Rimbi, Sikkim",40.05,2.81,9.805,0.035,15.1,65.6,4.09,17.85,41.61,1.351,0
27.1726,88.1917,"Rimbi, Sikkim",26.8,0.0,9.778,0.096,17.9,57.7,5.38,19.77,38.19,1.514,0
27.1588,88.2024,"Rimbi, Sikkim",37.84,1.53,9.809,0.096,15.9,58.3,9.57,24.78,34.43,1.607,0
27.2053,88.2338,"Rimbi, Sikkim",60.0,19.25,11.768,3.445,21.4,81.3,144.31,535.47,35.09,1.117,1
27.1593,88.2537,"Rimbi, Sikkim",33.71,0.0,9.838,0.029,20.9,53.6,2.68,21.44,38.1,1.517,0
27.1969,88.2028,"Rimbi, Sikkim",41.96,6.07,9.788,0.049,13.2,68.6,0.57,3.73,39.88,1.313,0
27.2484,88.2138,"Rimbi, Sikkim",54.4,17.22,11.001,7.406,12.4,62.3,17.75,71.22,37.49,1.097,1
27.1786,88.1641,"Rimbi, Sikkim",51.23,13.93,10.861,4.606,13.8,72.2,8.96,63.79,37.01,1.195,1
27.2401,88.2377,"Rimbi, Sikkim",60.0,21.2,11.995,4.328,15.7,73.8,217.04,750.0,34.73,1.078,1
27.2172,88.2059,"Rimbi, Sikkim",39.74,2.65,9.77,0.02,20.4,62.6,0.65,31.84,38.26,1.445,0
27.2315,88.1886,"Rimbi, Sikkim",60.0,18.62,9.756,0.028,19.4,75.4,93.16,215.56,38.95,1.022,0
27.1745,88.2544,"Rimbi, Sikkim",37.34,0.99,9.883,0.02,24.2,59.3,6.61,30.69,46.12,1.305,0
27.1595,88.2521,"Rimbi, Sikkim",40.61,3.51,9.805,0.242,15.7,57.4,7.94,62.67,33.94,1.575,0
27.1754,88.2557,"Rimbi, Sikkim",42.39,5.06,10.66,4.309,14.1,44.0,5.69,39.55,43.38,1.256,1
27.1909,88.1998,"Rimbi, Sikkim",37.24,0.67,9.795,0.374,18.1,64.0,10.03,21.62,41.07,1.417,0
27.1572,88.2439,"Rimbi, Sikkim",52.22,14.04,9.817,0.006,11.6,58.0,20.19,117.5,37.43,1.18,0
27.2391,88.2327,"Rimbi, Sikkim",40.08,3.57,11.131,3.887,18.5,52.8,13.57,47.46,45.9,1.245,1
27.2262,88.1922,"Rimbi, Sikkim",53.52,16.08,9.827,0.015,16.0,73.3,24.21,91.9,37.52,1.125,0
27.2197,88.1628,"Rimbi, Sikkim",45.26,6.74,9.821,0.001,25.6,66.4,11.48,27.76,39.06,1.318,0
27.2252,88.2532,"Rimbi, Sikkim",33.5,0.0,9.815,0.015,17.4,59.5,1.33,18.61,36.41,1.573,0
27.1762,88.1687,"Rimbi, Sikkim",33.82,0.0,9.837,0.012,25.9,56.5,1.95,13.25,40.78,1.441,0
27.223,88.2548,"Rimbi, Sikkim",52.09,13.2,9.798,0.083,19.8,76.5,5.94,90.66,37.98,1.185,0
27.2416,88.2544,"Rimbi, Sikkim",40.26,3.78,9.829,0.067,21.0,64.0,4.01,53.44,34.19,1.557,0
27.2192,88.2009,"Rimbi, Sikkim",41.53,5.54,9.766,0.026,19.8,50.5,12.68,58.93,39.66,1.332,0
27.1961,88.2532,"Rimbi, Sikkim",53.01,16.54,10.529,5.554,12.3,71.0,11.8,75.4,44.66,0.948,1
27.2193,88.2229,"Rimbi, Sikkim",28.79,0.0,9.822,0.027,23.4,46.0,7.45,30.65,35.44,1.608,0
27.2187,88.2453,"Rimbi, Sikkim",43.75,7.19,9.784,0.202,21.2,72.9,12.38,52.91,41.64,1.241,0
27.158,88.1781,"Rimbi, Sikkim",44.84,6.77,9.821,0.022,18.5,59.4,29.05,129.06,35.46,1.431,0
27.1751,88.1826,"Rimbi, Sikkim",37.47,1.01,9.765,0.07,12.9,61.7,8.12,38.33,39.65,1.446,0
27.205,88.1916,"Rimbi, Sikkim",60.0,25.67,10.335,2.016,11.8,67.2,200.62,529.2,40.27,0.84,1
27.1894,88.2111,"Rimbi, Sikkim",37.69,1.4,9.762,0.098,17.2,56.1,7.76,43.82,43.21,1.35,0
27.2058,88.2066,"Rimbi, Sikkim",42.11,6.05,9.836,0.051,21.5,61.5,1.88,13.86,34.59,1.482,0
27.2086,88.19,"Rimbi, Sikkim",34.84,0.0,9.782,0.066,18.5,45.3,1.23,21.06,37.11,1.549,0
27.2143,88.1984,"Rimbi, Sikkim",38.42,2.02,9.813,0.002,19.4,55.8,6.34,27.01,35.69,1.547,0
27.2485,88.2528,"Rimbi, Sikkim",46.92,8.5,9.789,0.08,23.9,67.7,30.83,88.13,41.0,1.224,0
27.2297,88.2441,"Rimbi, Sikkim",60.0,25.41,9.854,0.019,21.5,82.1,23.85,151.7,40.7,0.838,0
27.2497,88.1801,"Rimbi, Sikkim",50.91,13.19,9.841,0.062,20.8,73.7,13.61,50.95,38.81,1.163,0
27.2167,88.1765,"Rimbi, Sikkim",50.28,13.17,9.82,0.033,20.8,68.5,15.23,59.79,37.68,1.195,0
27.1772,88.204,"Rimbi, Sikkim",60.0,20.87,10.316,1.901,19.8,78.7,228.28,750.0,41.72,0.9,1
27.1652,88.1956,"Rimbi, Sikkim",50.52,12.63,9.804,0.026,20.5,61.3,29.64,105.97,32.73,1.378,0
27.2114,88.1735,"Rimbi, Sikkim",34.18,0.0,9.782,0.007,20.1,43.9,12.93,54.84,38.58,1.502,0
27.2142,88.1994,"Rimbi, Sikkim",49.03,11.57,9.84,0.009,20.3,66.6,5.85,65.49,42.31,1.118,0
27.1896,88.2507,"Rimbi, Sikkim",35.73,0.0,9.768,0.008,31.7,47.4,1.91,22.86,32.28,1.741,0
27.1916,88.232,"Rimbi, Sikkim",35.23,0.0,9.811,0.067,17.8,41.6,0.08,17.92,36.27,1.578,0
27.2441,88.2354,"Rimbi, Sikkim",44.26,6.82,9.819,0.02,10.0,60.9,12.53,151.85,36.11,1.407,0
27.2185,88.1886,"Rimbi, Sikkim",60.0,18.62,10.717,4.904,14.1,74.1,77.95,248.47,36.32,1.096,1
27.2252,88.1822,"Rimbi, Sikkim",35.79,0.0,9.849,0.103,22.5,50.6,1.0,22.36,45.46,1.341,0
27.16,88.2166,"Rimbi, Sikkim",31.47,0.0,9.865,0.025,19.7,54.0,3.92,29.16,29.13,1.909,0
27.2447,88.1906,"Rimbi, Sikkim",30.68,0.0,9.789,0.044,17.1,54.2,7.59,28.32,36.1,1.584,0
27.1835,88.218,"Rimbi, Sikkim",47.9,8.62,9.821,0.092,19.8,68.2,18.37,77.04,40.28,1.239,0
27.1681,88.2293,"Rimbi, Sikkim",43.06,5.47,9.824,0.009,21.7,60.1,4.54,22.79,41.39,1.29,0
27.2002,88.1786,"Rimbi, Sikkim",40.97,3.66,9.831,0.012,20.3,57.2,12.81,44.33,42.46,1.31,0
27.1993,88.1725,"Rimbi, Sikkim",39.61,3.39,9.825,0.029,23.6,51.3,0.53,2.21,31.99,1.662,0
27.2151,88.1716,"Rimbi, Sikkim",60.0,25.98,10.65,8.024,25.4,75.4,286.32,592.33,43.03,0.831,1
27.2281,88.2298,"Rimbi, Sikkim",59.31,18.34,9.795,0.008,21.7,79.8,42.77,129.72,42.65,0.943,0
27.1588,88.1692,"Rimbi, Sikkim",44.99,8.16,9.764,0.038,18.0,62.4,9.02,105.87,34.73,1.421,0
27.1844,88.1743,"Rimbi, Sikkim",39.43,3.15,9.782,0.013,23.3,59.2,12.86,67.02,34.18,1.575,0
27.1853,88.1819,"Rimbi, Sikkim",36.14,0.0,9.778,0.127,15.4,57.1,17.36,66.17,32.94,1.711,0
27.2203,88.1741,"Rimbi, Sikkim",58.57,18.59,9.802,0.164,13.8,74.0,42.23,187.43,28.62,1.395,0
27.1561,88.1836,"Rimbi, Sikkim",49.04,10.76,9.848,0.08,13.7,62.6,9.44,60.27,46.36,1.06,0
27.1899,88.1634,"Rimbi, Sikkim",41.67,4.54,9.801,0.009,17.2,60.3,16.9,69.93,38.24,1.398,0
27.2267,88.2359,"Rimbi, Sikkim",41.23,4.05,9.852,0.07,14.1,61.7,2.56,12.31,30.49,1.718,0
27.1999,88.211,"Rimbi, Sikkim",41.11,3.64,9.755,0.047,19.5,63.3,2.01,20.62,28.48,1.841,0
27.2248,88.236,"Rimbi, Sikkim",38.18,1.91,9.795,0.114,20.6,70.2,14.96,53.56,33.81,1.623,0
27.2179,88.1713,"Rimbi, Sikkim",55.12,19.95,11.019,2.405,25.2,72.5,30.91,135.45,36.05,1.069,1
27.2113,88.2201,"Rimbi, Sikkim",39.94,3.71,11.163,2.529,16.9,61.6,10.06,55.03,40.97,1.344,1
27.1916,88.1781,"Rimbi, Sikkim",45.98,9.76,9.837,0.097,22.5,59.9,9.18,31.51,42.31,1.163,0
27.2459,88.24,"Rimbi, Sikkim",60.0,23.89,11.907,2.976,19.2,76.6,137.62,525.57,39.15,0.884,1
27.1967,88.1901,"Rimbi, Sikkim",45.5,9.08,9.815,0.066,20.9,57.6,25.4,69.48,38.25,1.282,0
27.194,88.2093,"Rimbi, Sikkim",43.28,7.22,9.81,0.044,25.3,53.4,19.32,49.89,39.17,1.303,0
27.2302,88.166,"Rimbi, Sikkim",54.56,13.95,9.86,0.08,21.3,65.0,19.41,93.58,43.19,1.04,0
27.221,88.225,"Rimbi, Sikkim",29.1,0.0,9.806,0.028,15.3,49.8,1.35,5.12,38.31,1.511,0
27.219,88.2327,"Rimbi, Sikkim",39.37,3.13,11.089,1.491,14.0,48.3,17.11,38.69,40.03,1.383,1
27.2481,88.2414,"Rimbi, Sikkim",35.74,0.0,9.79,0.029,12.7,56.9,17.55,56.55,33.14,1.702,0
27.2098,88.2047,"Rimbi, Sikkim",36.08,0.0,9.831,0.064,11.5,56.0,1.7,20.44,38.79,1.496,0
27.2377,88.2605,"Rimbi, Sikkim",47.5,9.48,9.801,0.009,16.5,57.5,7.65,36.03,35.85,1.347,0
27.2498,88.2165,"Rimbi, Sikkim",30.31,0.0,9.824,0.167,19.0,48.7,1.24,9.8,39.58,1.473,0
27.2178,88.2435,"Rimbi, Sikkim",47.47,10.67,9.806,0.025,18.3,63.4,6.07,45.08,36.48,1.295,0
27.1935,88.2316,"Rimbi, Sikkim",60.0,18.85,10.274,6.671,15.9,80.5,249.61,463.46,39.54,1.001,1
27.1902,88.2234,"Rimbi, Sikkim",42.21,4.74,9.799,0.007,11.1,56.0,2.96,32.09,34.68,1.513,0
27.1672,88.2387,"Rimbi, Sikkim",44.28,8.66,9.803,0.002,23.1,70.4,1.7,63.23,33.72,1.446,0
27.1617,88.1749,"Rimbi, Sikkim",43.73,7.53,9.826,0.044,15.5,60.3,12.2,28.37,34.51,1.446,0
27.2352,88.2172,"Rimbi, Sikkim",45.28,7.0,9.832,0.038,20.2,61.3,21.04,96.76,34.74,1.451,0
27.2029,88.2495,"Rimbi, Sikkim",40.06,2.89,9.827,0.367,14.3,46.9,2.01,7.76,39.24,1.41,0
27.1857,88.1946,"Rimbi, Sikkim",60.0,20.93,10.283,4.674,12.0,56.6,28.15,116.67,41.19,0.91,1
27.2058,88.2457,"Rimbi, Sikkim",40.82,4.87,9.818,0.073,16.4,57.1,16.03,111.33,38.56,1.38,0
27.1732,88.1907,"Rimbi, Sikkim",34.45,0.0,9.805,0.061,20.3,44.3,13.6,55.51,38.48,1.505,0
27.2253,88.2603,"Rimbi, Sikkim",24.25,0.0,9.858,0.174,11.8,40.0,1.55,14.37,38.48,1.505,0
27.2222,88.2177,"Rimbi, Sikkim",52.69,14.73,9.8,0.134,17.0,68.0,31.87,70.2,42.55,1.034,0
27.24,88.2022,"Rimbi, Sikkim",60.0,22.57,9.826,0.006,17.7,82.7,98.36,356.84,33.55,1.081,0
27.2204,88.1854,"Rimbi, Sikkim",39.44,2.99,9.823,0.023,16.6,56.9,9.2,40.28,39.0,1.414,0
27.192,88.2333,"Rimbi, Sikkim",48.3,10.02,10.853,6.214,13.4,64.1,8.62,92.11,38.7,1.246,1
27.2132,88.2518,"Rimbi, Sikkim",39.38,2.41,9.8,0.066,17.6,55.0,9.09,26.75,41.7,1.359,0
27.1732,88.2104,"Rimbi, Sikkim",60.0,24.46,12.168,5.512,15.5,77.5,175.45,588.11,34.66,0.994,1
27.1577,88.2583,"Rimbi, Sikkim",42.57,5.39,9.823,0.178,12.7,75.5,1.25,8.98,44.65,1.223,0
27.213,88.1796,"Rimbi, Sikkim",34.72,0.0,9.867,0.327,22.7,57.5,7.94,40.61,37.55,1.535,0
27.2377,88.1725,"Rimbi, Sikkim",46.0,10.09,9.8,0.119,21.9,57.0,11.42,76.34,32.89,1.441,0
27.2409,88.1654,"Rimbi, Sikkim",36.06,0.0,9.817,0.025,15.8,57.2,1.5,10.04,35.83,1.594,0
27.2465,88.1911,"Rimbi, Sikkim",34.44,0.0,9.832,0.014,15.9,49.4,10.44,36.33,40.97,1.436,0
27.1893,88.2242,"Rimbi, Sikkim",34.24,0.0,9.794,0.019,17.8,59.4,8.54,34.47,37.17,1.547,0
27.2467,88.1807,"Rimbi, Sikkim",41.02,4.14,9.798,0.072,21.4,59.2,3.02,30.55,35.0,1.517,0
27.1883,88.2292,"Rimbi, Sikkim",31.57,0.0,9.774,0.063,23.2,54.2,3.57,20.7,43.76,1.373,0
27.1595,88.1955,"Rimbi, Sikkim",27.58,0.0,9.8,0.11,12.6,54.1,1.08,5.8,40.35,1.452,0
27.2158,88.2051,"Rimbi, Sikkim",60.0,19.9,11.596,3.987,21.8,87.9,92.35,211.36,37.02,1.042,1
27.2504,88.259,"Rimbi, Sikkim",25.75,0.0,9.866,0.05,18.6,42.9,1.93,12.33,39.01,1.49,0
27.2452,88.2569,"Rimbi, Sikkim",43.3,6.3,9.829,0.142,17.5,49.3,18.67,89.28,41.78,1.26,0
27.2477,88.2455,"Rimbi, Sikkim",60.0,17.95,9.769,0.004,13.6,65.9,111.64,396.16,42.95,0.946,0
27.2474,88.1623,"Rimbi, Sikkim",30.06,0.0,9.817,0.027,17.6,48.2,3.31,27.99,35.59,1.603,0
27.2308,88.215,"Rimbi, Sikkim",29.63,0.0,9.787,0.005,17.7,53.2,3.62,13.43,41.15,1.432,0
27.1994,88.1741,"Rimbi, Sikkim",28.57,0.0,9.774,0.083,16.9,48.2,1.58,26.26,45.98,1.332,0
27.1881,88.1999,"Rimbi, Sikkim",60.0,20.98,10.289,2.415,17.5,75.8,185.96,414.62,35.41,1.062,1
27.1743,88.2559,"Rimbi, Sikkim",60.0,25.48,12.239,3.198,22.3,68.2,99.95,220.67,39.69,0.843,1
27.2135,88.258,"Rimbi, Sikkim",41.68,5.33,9.793,0.108,19.4,61.6,3.35,11.17,39.99,1.329,0
27.2112,88.2143,"Rimbi, Sikkim",60.0,24.48,10.304,4.04,21.8,77.7,214.0,645.37,37.35,0.915,1
27.1913,88.1811,"Rimbi, Sikkim",42.4,6.37,9.781,0.102,12.8,49.2,11.18,65.83,34.3,1.484,0
27.1706,88.2341,"Rimbi, Sikkim",43.9,6.13,9.792,0.007,16.8,74.2,23.3,94.55,34.29,1.491,0
27.2337,88.165,"Rimbi, Sikkim",36.62,0.22,9.864,0.072,16.3,60.9,24.51,62.86,37.13,1.543,0
27.163,88.235,"Rimbi, Sikkim",60.0,19.28,11.371,7.404,20.4,77.5,281.99,750.0,34.56,1.134,1
27.1696,88.1994,"Rimbi, Sikkim",60.0,22.24,9.822,0.199,19.1,89.0,18.55,181.6,32.09,1.142,0
27.2317,88.2486,"Rimbi, Sikkim",36.06,0.0,9.847,0.037,21.1,52.6,10.77,50.15,32.8,1.718,0
27.2439,88.1954,"Rimbi, Sikkim",35.6,0.0,9.807,0.083,24.3,57.0,15.84,65.23,35.81,1.595,0
27.2125,88.2095,"Rimbi, Sikkim",41.63,4.31,9.77,0.05,19.1,51.3,13.56,62.14,37.24,1.434,0
27.2236,88.2354,"Rimbi, Sikkim",35.42,0.0,9.811,0.236,18.1,65.5,1.64,17.74,35.54,1.605,0
27.175,88.2556,"Rimbi, Sikkim",39.02,2.57,9.773,0.042,17.2,62.2,5.31,37.45,34.21,1.588,0
27.2012,88.184,"Rimbi, Sikkim",55.29,15.81,9.823,0.17,11.6,67.8,17.28,91.98,42.16,1.016,0
27.1804,88.1754,"Rimbi, Sikkim",49.96,11.28,9.871,0.031,13.4,63.7,17.12,88.21,33.39,1.389,0
27.1697,88.2468,"Rimbi, Sikkim",35.73,0.0,9.81,0.013,12.0,61.2,1.56,8.82,38.09,1.518,0
27.2364,88.2052,"Rimbi, Sikkim",29.58,0.0,9.81,0.028,16.1,59.4,7.44,34.45,43.0,1.389,0
27.2021,88.168,"Rimbi, Sikkim",51.47,13.83,9.828,0.036,16.7,65.4,24.39,110.43,38.57,1.153,0
27.1765,88.1851,"Rimbi, Sikkim",60.0,25.11,11.617,6.759,24.8,80.7,143.64,577.4,47.45,0.832,1
27.2365,88.2049,"Rimbi, Sikkim",40.46,3.04,9.862,0.058,18.6,53.9,10.44,26.69,40.08,1.384,0
27.1564,88.1882,"Rimbi, Sikkim",27.08,0.0,9.831,0.012,18.8,51.6,2.77,9.85,36.99,1.553,0
27.1976,88.1784,"Rimbi, Sikkim",47.31,10.04,9.88,0.008,15.3,65.4,4.71,43.41,36.0,1.327,0
27.1593,88.1774,"Rimbi, Sikkim",60.0,25.84,12.275,1.913,17.7,66.1,199.26,409.28,40.93,0.837,1
27.1762,88.2106,"Rimbi, Sikkim",43.36,6.99,10.974,4.846,10.0,58.7,18.25,72.02,40.55,1.273,1
27.2291,88.1849,"Rimbi, Sikkim",52.96,15.54,11.975,3.646,20.6,75.0,11.41,131.72,40.13,1.07,1
27.2344,88.2449,"Rimbi, Sikkim",30.67,0.0,9.83,0.057,16.6,53.9,6.04,37.09,35.18,1.618,0
27.2193,88.2136,"Rimbi, Sikkim",37.8,1.4,9.876,0.013,13.6,49.8,10.31,38.1,36.77,1.525,0
27.1661,88.2167,"Rimbi, Sikkim",40.38,4.27,9.797,0.174,17.5,53.0,0.05,35.91,32.14,1.632,0
27.1958,88.1762,"Rimbi, Sikkim",53.23,12.98,9.82,0.051,20.7,60.1,15.96,72.24,37.59,1.202,0
27.164,88.1876,"Rimbi, Sikkim",60.0,18.2,11.917,5.396,21.1,71.1,261.52,550.4,39.48,1.019,1
27.2255,88.2234,"Rimbi, Sikkim",35.24,0.0,9.787,0.003,25.0,56.0,0.57,4.24,35.18,1.618,0
27.1678,88.2062,"Rimbi, Sikkim",36.79,0.35,9.81,0.085,17.7,60.8,6.12,40.52,36.4,1.564,0
27.1798,88.2516,"Rimbi, Sikkim",45.46,7.9,9.819,0.018,13.9,53.3,22.67,60.32,36.72,1.359,0
27.1592,88.1916,"Rimbi, Sikkim",60.0,18.1,10.72,2.332,19.5,76.8,256.6,750.0,39.42,1.023,1
27.1763,88.2016,"Rimbi, Sikkim",40.58,4.01,9.836,0.007,21.9,52.8,7.93,22.13,33.09,1.596,0
27.1619,88.1848,"Rimbi, Sikkim",35.89,0.0,9.806,0.01,20.1,55.5,1.09,4.71,35.6,1.603,0
27.2437,88.1805,"Rimbi, Sikkim",60.0,18.14,12.303,1.462,18.7,86.9,120.79,372.98,32.57,1.235,1
27.1816,88.2011,"Rimbi, Sikkim",60.0,22.02,10.6,5.581,21.0,68.7,153.2,549.09,36.76,0.995,1
27.178,88.2249,"Rimbi, Sikkim",43.08,7.31,9.813,0.104,16.9,61.7,10.69,26.13,39.34,1.296,0
27.2497,88.2146,"Rimbi, Sikkim",28.51,0.0,9.864,0.012,18.4,40.0,0.75,27.96,40.15,1.458,0
27.235,88.1696,"Rimbi, Sikkim",47.19,9.2,9.822,0.008,19.2,68.4,12.35,57.64,40.55,1.218,0
27.1943,88.1881,"Rimbi, Sikkim",39.45,2.76,9.81,0.176,10.0,55.8,0.64,8.77,36.02,1.515,0
27.1837,88.2461,"Rimbi, Sikkim",60.0,19.11,11.567,4.781,15.7,83.0,193.56,422.81,42.28,0.932,1
27.206,88.1981,"Rimbi, Sikkim",50.9,13.67,11.06,7.215,13.4,67.1,24.42,52.58,45.78,0.998,1
27.1845,88.1679,"Rimbi, Sikkim",41.4,5.25,9.816,0.005,12.9,63.3,9.08,56.25,36.96,1.42,0
27.2418,88.1961,"Rimbi, Sikkim",40.69,3.77,9.813,0.029,12.9,71.1,22.64,73.87,38.38,1.413,0
27.2132,88.2198,"Rimbi, Sikkim",27.76,0.0,9.775,0.007,18.6,52.4,6.15,13.36,36.92,1.556,0
27.1982,88.2417,"Rimbi, Sikkim",60.0,22.77,11.626,3.559,20.2,80.1,205.61,586.34,36.47,0.984,1
27.1836,88.2132,"Rimbi, Sikkim",36.36,0.0,9.783,0.012,13.9,63.1,7.94,39.34,35.26,1.615,0
27.1787,88.2456,"Rimbi, Sikkim",30.51,0.0,9.812,0.041,14.1,53.2,9.82,42.85,40.1,1.459,0
27.2145,88.198,"Rimbi, Sikkim",60.0,23.08,11.184,2.629,19.7,71.5,149.83,567.02,42.82,0.831,1
27.1537,88.2244,"Rimbi, Sikkim",48.33,12.19,9.793,0.058,22.0,50.8,11.06,53.27,32.5,1.4,0
27.2245,88.2218,"Rimbi, Sikkim",50.1,11.81,12.084,7.346,19.7,63.9,23.24,94.05,40.45,1.155,1
27.2512,88.173,"Rimbi, Sikkim",56.85,18.82,9.756,0.033,21.9,77.2,32.95,116.33,34.49,1.149,0
27.182,88.2035,"Rimbi, Sikkim",60.0,20.87,10.88,2.325,17.5,73.4,200.21,423.04,39.6,0.949,1
27.1915,88.2356,"Rimbi, Sikkim",36.37,0.0,9.824,0.12,21.2,54.8,15.18,88.46,39.43,1.477,0
27.1654,88.1685,"Rimbi, Sikkim",46.47,8.41,9.795,0.06,16.9,63.2,7.88,35.74,40.03,1.25,0
27.1556,88.2303,"Rimbi, Sikkim",40.03,3.36,9.779,0.003,19.5,55.7,28.38,78.2,39.23,1.399,0
27.2316,88.2092,"Rimbi, Sikkim",46.04,9.41,9.816,0.002,13.9,68.1,0.37,35.91,36.72,1.32,0
27.1905,88.1792,"Rimbi, Sikkim",49.72,10.06,9.809,0.161,23.6,70.6,15.22,55.21,37.29,1.286,0
27.2002,88.172,"Rimbi, Sikkim",31.35,0.0,9.808,0.014,24.7,50.9,8.23,42.98,43.71,1.374,0
27.1638,88.2057,"Rimbi, Sikkim",60.0,22.64,11.54,7.433,18.9,80.2,226.5,429.15,38.47,0.933,1
27.1545,88.233,"Rimbi, Sikkim",60.0,24.61,12.245,1.667,24.5,76.3,134.84,311.02,40.56,0.839,1
27.245,88.1942,"Rimbi, Sikkim",60.0,19.21,12.244,4.431,20.0,76.8,131.9,295.41,36.82,1.066,1
27.217,88.2528,"Rimbi, Sikkim",44.34,7.7,9.795,0.292,17.8,60.6,8.99,33.0,37.86,1.329,0
27.1753,88.2157,"Rimbi, Sikkim",51.04,11.38,10.425,3.026,16.5,65.9,14.97,57.04,42.39,1.121,1
27.2107,88.2442,"Rimbi, Sikkim",41.62,4.74,9.772,0.217,25.3,57.5,3.49,31.87,34.1,1.535,0
27.2135,88.2398,"Rimbi, Sikkim",60.0,23.47,11.136,2.747,17.6,75.2,124.21,403.5,38.06,0.922,1
27.1802,88.2312,"Rimbi, Sikkim",60.0,23.17,10.393,3.939,18.2,79.1,207.37,528.31,37.3,0.951,1
27.203,88.2172,"Rimbi, Sikkim",36.5,0.08,9.813,0.004,21.7,53.0,16.52,38.97,43.06,1.386,0
